#,Company,Location_HQ,Region,State,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,latitude,longitude
557,Gopuff,Philadelphia,Unknown,Unknown,USA,"North America",1500,2022-07-12,10,15000,13500,Food,"Series H",3400,39.9527237,-75.1635262
558,Hubilo,"San Francisco","San Francisco Bay Area",California,USA,"North America",45,2022-07-12,12,375,330,Marketing,"Series B",153,37.7792588,-122.4193286
559,Arrival,London,Unknown,Unknown,UK,Europe,480,2022-07-13,30,2080,1600,Transportation,Post-IPO,629,51.4893335,-0.144055085
560,Bryter,Berlin,Unknown,Unknown,Germany,Europe,100,2022-07-13,30,333,233,Product,"Series B",89,52.5170365,13.3888599
561,ChowNow,"Los Angeles",Unknown,California,USA,"North America",100,2022-07-13,20,500,400,Food,"Series C",64,34.0536909,-118.242766
562,Fabric,"New York City",Unknown,Unknown,USA,"North America",120,2022-07-13,40,300,180,Logistics,"Series C",336,40.7127281,-74.0060152
563,Involves,Florianopolis,Unknown,Unknown,Brazil,"South America",70,2022-07-13,18,389,319,Retail,Unknown,23,-27.5973002,-48.5496098
564,Tonal,"San Francisco","San Francisco Bay Area",California,USA,"North America",262,2022-07-13,35,749,487,Fitness,"Series E",450,37.7792588,-122.4193286
565,Wave,Dakar,Unknown,Unknown,Senegal,Africa,300,2022-07-13,15,2000,1700,Finance,"Series A",292,14.693425,-17.447938
566,Kiavi,"San Francisco","San Francisco Bay Area",California,USA,"North America",39,2022-07-14,7,557,518,"Real Estate","Series E",240,37.7792588,-122.4193286
567,"The Mom Project",Chicago,Unknown,Unknown,USA,"North America",54,2022-07-14,15,360,306,HR,"Series C",115,41.8755616,-87.6244212
568,"Unstoppable Do.","San Francisco","San Francisco Bay Area",California,USA,"North America",42,2022-07-14,25,168,126,Crypto,"Series B",7,37.7792588,-122.4193286
569,Zego,London,Unknown,Unknown,UK,Europe,85,2022-07-14,17,500,415,Finance,"Series C",202,51.4893335,-0.144055085
570,"Bright Money",Bengaluru,Unknown,Unknown,India,Asia,100,2022-07-15,50,200,100,Finance,"Series A",31,12.98815675,77.62260004
571,Heroes,London,Unknown,Unknown,UK,Europe,24,2022-07-15,20,120,96,Retail,Unknown,265,51.4893335,-0.144055085
572,Project44,Chicago,Unknown,Unknown,USA,"North America",63,2022-07-15,5,1260,1197,Logistics,Unknown,817,41.8755616,-87.6244212
573,Gemini,"New York City",Unknown,Unknown,USA,"North America",68,2022-07-18,7,971,903,Crypto,Unknown,423,40.7127281,-74.0060152
574,Lusha,"New York City",Unknown,Unknown,USA,"North America",30,2022-07-18,10,300,270,Marketing,"Series B",245,40.7127281,-74.0060152
575,"Olive AI",Columbus,Unknown,Unknown,USA,"North America",450,2022-07-19,31,1452,1002,Healthcare,"Series H",856,39.9622601,-83.0007065
576,Flyhomes,Seattle,Unknown,Unknown,USA,"North America",200,2022-07-20,20,1000,800,"Real Estate","Series C",310,47.6038321,-122.330062
577,Forma.ai,Toronto,Unknown,Unknown,Canada,"North America",15,2022-07-20,9,167,152,Sales,"Series B",58,43.6534817,-79.3839347
578,Introhive,Ferdericton,Unknown,Unknown,Canada,"North America",57,2022-07-20,16,356,299,Sales,"Series C",125,45.964993,-66.646332
579,Lyft,"San Francisco","San Francisco Bay Area",California,USA,"North America",60,2022-07-20,2,3000,2940,Transportation,Post-IPO,4900,37.7792588,-122.4193286
580,Zencity,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2022-07-20,20,150,120,Other,Unknown,51,32.0852997,34.7818064
581,Blockchain.com,London,Unknown,Unknown,UK,Europe,150,2022-07-21,25,600,450,Crypto,"Series D",490,51.4893335,-0.144055085
582,Lunchbox,"New York City",Unknown,Unknown,USA,"North America",60,2022-07-21,33,182,122,Food,"Series B",72,40.7127281,-74.0060152
583,"Rad Power Bikes",Seattle,Unknown,Unknown,USA,"North America",63,2022-07-21,10,630,567,Transportation,"Series D",329,47.6038321,-122.330062
584,RealSelf,Seattle,Unknown,Unknown,USA,"North America",11,2022-07-21,5,220,209,Healthcare,"Series B",42,47.6038321,-122.330062
585,WHOOP,Boston,Unknown,Unknown,USA,"North America",95,2022-07-21,15,633,538,Fitness,"Series F",404,42.3554334,-71.060511
586,"Clarify Health","San Francisco","San Francisco Bay Area",California,USA,"North America",15,2022-07-22,5,300,285,Healthcare,"Series D",328,37.7792588,-122.4193286
587,Eucalyptus,Sydney,Unknown,Unknown,Australia,Australia,50,2022-07-22,20,250,200,Healthcare,"Series C",69,-33.8698439,151.2082848
588,Quanto,"Sao Paulo",Unknown,Unknown,Brazil,"South America",28,2022-07-22,22,127,99,Finance,"Series A",15,-23.5506507,-46.6333824
589,Soluto,"Tel Aviv",Unknown,Unknown,Israel,Asia,120,2022-07-24,100,120,0,Support,Acquired,18,32.0852997,34.7818064
590,"Pear Therapeutics",Boston,Unknown,Unknown,USA,"North America",25,2022-07-25,9,278,253,Healthcare,Post-IPO,409,42.3554334,-71.060511
591,Dover,"San Jose","San Francisco Bay Area",California,USA,"North America",23,2022-07-26,30,77,54,HR,"Series A",22,37.3361663,-121.890591
592,Fiverr,"Tel Aviv",Unknown,Unknown,Israel,Asia,60,2022-07-26,8,750,690,Other,Post-IPO,111,32.0852997,34.7818064
593,Immutable,Sydney,Unknown,Unknown,Australia,Australia,20,2022-07-26,6,333,313,Crypto,"Series C",279,-33.8698439,151.2082848
594,InDebted,Sydney,Unknown,Unknown,Australia,Australia,40,2022-07-26,17,235,195,Finance,"Series B",41,-33.8698439,151.2082848
595,Outbrain,"New York City",Unknown,Unknown,USA,"North America",38,2022-07-26,3,1267,1229,Marketing,Post-IPO,394,40.7127281,-74.0060152
596,Shopify,Ottawa,Unknown,Unknown,Canada,"North America",1000,2022-07-26,10,10000,9000,Retail,Post-IPO,122,45.4208777,-75.6901106
597,Coinsquare,Toronto,Unknown,Unknown,Canada,"North America",30,2022-07-27,24,125,95,Crypto,Unknown,98,43.6534817,-79.3839347
598,Rivian,Detroit,Unknown,Unknown,USA,"North America",840,2022-07-27,6,14000,13160,Transportation,Post-IPO,10700,42.3315509,-83.0466403
599,Skai,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2022-07-27,4,750,720,Marketing,"Series E",60,32.0852997,34.7818064
600,"Vox Media","Washington DC",Unknown,Unknown,USA,"North America",39,2022-07-27,2,1950,1911,Media,"Series F",307,38.8950368,-77.0365427
601,"Career Karma","San Francisco","San Francisco Bay Area",California,USA,"North America",60,2022-07-28,33,182,122,Education,"Series B",51,37.7792588,-122.4193286
602,Metromile,"San Francisco","San Francisco Bay Area",California,USA,"North America",60,2022-07-28,20,300,240,Finance,Acquired,510,37.7792588,-122.4193286
603,Clearco,Toronto,Unknown,Unknown,Canada,"North America",125,2022-07-29,25,500,375,Finance,"Series C",681,43.6534817,-79.3839347
604,Quantcast,"San Francisco","San Francisco Bay Area",California,USA,"North America",40,2022-07-29,6,667,627,Marketing,"Series C",65,37.7792588,-122.4193286
605,Metigy,Sydney,Unknown,Unknown,Australia,Australia,75,2022-07-31,100,75,0,Marketing,"Series B",18,-33.8698439,151.2082848
606,Vee,"Tel Aviv",Unknown,Unknown,Israel,Asia,16,2022-07-31,32,50,34,HR,Seed,15,32.0852997,34.7818064
607,Hash,"Sao Paulo",Unknown,Unknown,Brazil,"South America",58,2022-08-01,50,116,58,Finance,"Series C",58,-23.5506507,-46.6333824
608,Glossier,"New York City",Unknown,Unknown,USA,"North America",19,2022-08-02,8,238,219,Retail,"Series E",266,40.7127281,-74.0060152
609,Latch,"New York City",Unknown,Unknown,USA,"North America",115,2022-08-02,37,311,196,Security,Post-IPO,342,40.7127281,-74.0060152
610,Nylas,"San Francisco","San Francisco Bay Area",California,USA,"North America",80,2022-08-02,25,320,240,Product,"Series C",175,37.7792588,-122.4193286
611,Outreach,Seattle,Unknown,Unknown,USA,"North America",60,2022-08-02,5,1200,1140,Sales,"Series G",489,47.6038321,-122.330062
612,Robinhood,"Menlo Park","San Francisco Bay Area",California,USA,"North America",713,2022-08-02,23,3100,2387,Finance,Post-IPO,5600,37.4519671,-122.177992
613,Sendy,Nairobi,Unknown,Unknown,Kenya,Africa,54,2022-08-02,20,270,216,Logistics,"Series B",26,-1.2832533,36.8172449
614,Sendy,Nairobi,Unknown,Unknown,Kenya,Africa,30,2022-08-02,10,300,270,Logistics,"Series B",26,-1.2832533,36.8172449
615,Stedi,Boulder,Unknown,Unknown,USA,"North America",23,2022-08-02,30,77,54,Product,"Series B",75,40.0149856,-105.270545
616,"Beyond Meat","Los Angeles",Unknown,California,USA,"North America",40,2022-08-03,4,1000,960,Food,Post-IPO,122,34.0536909,-118.242766
617,Unbounce,Vancouver,Unknown,Unknown,Canada,"North America",47,2022-08-03,20,235,188,Marketing,"Series A",39,49.2608724,-123.113952
618,"10X Genomics",Pleasanton,"San Francisco Bay Area",California,USA,"North America",100,2022-08-04,8,1250,1150,Healthcare,Post-IPO,242,37.6624312,-121.8746789
619,Doma,"Huntington Beach",Unknown,California,USA,"North America",250,2022-08-04,13,1923,1673,Finance,Post-IPO,679,33.6783336,-118.000016
620,"Jam City","Los Angeles",Unknown,California,USA,"North America",200,2022-08-04,17,1176,976,Consumer,Unknown,652,34.0536909,-118.242766
621,LEAD,Mumbai,Unknown,Unknown,India,Asia,80,2022-08-04,4,2000,1920,Education,"Series E",166,19.0785451,72.878176
622,"On Deck","San Francisco","San Francisco Bay Area",California,USA,"North America",73,2022-08-04,33,221,148,Education,"Series A",20,37.7792588,-122.4193286
623,RenoRun,Montreal,Unknown,Unknown,Canada,"North America",70,2022-08-04,12,583,513,Construction,"Series B",163,45.5031824,-73.5698065
624,iRobot,Boston,Unknown,Unknown,USA,"North America",140,2022-08-05,10,1400,1260,Consumer,Acquired,30,42.3554334,-71.060511
625,Mejuri,Toronto,Unknown,Unknown,Canada,"North America",50,2022-08-05,10,500,450,Retail,"Series B",28,43.6534817,-79.3839347
626,Uberflip,Toronto,Unknown,Unknown,Canada,"North America",31,2022-08-05,17,182,151,Marketing,"Series A",42,43.6534817,-79.3839347
628,Loggi,"Sao Paulo",Unknown,Unknown,Brazil,"South America",500,2022-08-08,15,3333,2833,Logistics,"Series F",507,-23.5506507,-46.6333824
629,Perion,"Tel Aviv",Unknown,Unknown,Israel,Asia,20,2022-08-08,5,400,380,Marketing,Post-IPO,76,32.0852997,34.7818064
630,GoHealth,Chicago,Unknown,Unknown,USA,"North America",800,2022-08-09,20,4000,3200,Healthcare,Post-IPO,75,41.8755616,-87.6244212
631,Hootsuite,Vancouver,Unknown,Unknown,Canada,"North America",400,2022-08-09,30,1333,933,Marketing,"Series C",300,49.2608724,-123.113952
632,Linktree,Melbourne,Unknown,Unknown,Australia,Australia,50,2022-08-09,17,294,244,Consumer,Unknown,165,-37.8142454,144.9631732
633,MadeiraMadeira,Curitiba,Unknown,Unknown,Brazil,"South America",60,2022-08-09,3,2000,1940,Retail,"Series E",338,-25.4295963,-49.2712724
634,Nutanix,"San Jose","San Francisco Bay Area",California,USA,"North America",270,2022-08-09,4,6750,6480,Infrastructure,Post-IPO,1100,37.3361663,-121.890591
635,Quanterix,Boston,Unknown,Unknown,USA,"North America",130,2022-08-09,25,520,390,Healthcare,Post-IPO,533,42.3554334,-71.060511
636,Shogun,Walnut,"San Francisco Bay Area",California,USA,"North America",48,2022-08-09,30,160,112,Retail,"Series C",114,37.910076,-122.065186
637,Permutive,London,Unknown,Unknown,UK,Europe,30,2022-08-10,12,250,220,Marketing,"Series C",105,51.4893335,-0.144055085
638,Trybe,"Sao Paulo",Unknown,Unknown,Brazil,"South America",47,2022-08-10,10,470,423,Education,"Series B",40,-23.5506507,-46.6333824
639,Calm,"San Francisco","San Francisco Bay Area",California,USA,"North America",90,2022-08-11,20,450,360,Healthcare,"Series C",218,37.7792588,-122.4193286
640,FourKites,Chicago,Unknown,Unknown,USA,"North America",60,2022-08-11,8,750,690,Logistics,"Series D",201,41.8755616,-87.6244212
641,Marketforce,Nairobi,Unknown,Unknown,Kenya,Africa,54,2022-08-11,9,600,546,Retail,"Series A",42,-1.2832533,36.8172449
642,Truepill,Hayward,"San Francisco Bay Area",California,USA,"North America",175,2022-08-11,33,530,355,Healthcare,"Series D",255,37.6688205,-122.080796
643,Peloton,"New York City",Unknown,Unknown,USA,"North America",784,2022-08-12,13,6031,5247,Fitness,Post-IPO,1900,40.7127281,-74.0060152
644,Blend,"San Francisco","San Francisco Bay Area",California,USA,"North America",220,2022-08-15,12,1833,1613,Finance,Post-IPO,665,37.7792588,-122.4193286
645,ContraFect,"New York City",Unknown,Unknown,USA,"North America",16,2022-08-15,37,43,27,Healthcare,Post-IPO,380,40.7127281,-74.0060152
646,Sema4,Stamford,Unknown,Unknown,USA,"North America",250,2022-08-15,13,1923,1673,Healthcare,Post-IPO,791,41.0534302,-73.5387341
647,AlayaCare,Montreal,Unknown,Unknown,Canada,"North America",80,2022-08-16,14,571,491,Healthcare,"Series D",293,45.5031824,-73.5698065
648,Pliops,"Tel Aviv",Unknown,Unknown,Israel,Asia,12,2022-08-16,9,133,121,Data,"Series D",205,32.0852997,34.7818064
649,Woven,Indianapolis,Unknown,Unknown,USA,"North America",5,2022-08-16,15,33,28,HR,"Series A",11,39.7683331,-86.1583502
650,Malwarebytes,"Santa Clara","San Francisco Bay Area",California,USA,"North America",125,2022-08-17,14,893,768,Security,"Series B",80,37.354107,-121.955238
651,"New Relic","San Francisco","San Francisco Bay Area",California,USA,"North America",110,2022-08-18,5,2200,2090,Infrastructure,Post-IPO,214,37.7792588,-122.4193286
652,Wheel,Austin,Unknown,Unknown,USA,"North America",35,2022-08-18,17,206,171,Healthcare,"Series C",215,30.2711286,-97.7436995
654,Amperity,Seattle,Unknown,Unknown,USA,"North America",13,2022-08-20,3,433,420,Marketing,"Series D",187,47.6038321,-122.330062
655,NSO,"Tel Aviv",Unknown,Unknown,Israel,Asia,100,2022-08-21,14,714,614,Security,Seed,1,32.0852997,34.7818064
656,Tufin,Boston,Unknown,Unknown,USA,"North America",55,2022-08-21,10,550,495,Security,Acquired,21,42.3554334,-71.060511
657,DataRobot,Boston,Unknown,Unknown,USA,"North America",242,2022-08-23,26,930,688,Data,"Series G",1000,42.3554334,-71.060511
658,Packable,"New York City",Unknown,Unknown,USA,"North America",138,2022-08-23,20,690,552,Retail,Unknown,472,40.7127281,-74.0060152
659,Plato,"San Francisco","San Francisco Bay Area",California,USA,"North America",29,2022-08-23,50,58,29,HR,Seed,3,37.7792588,-122.4193286
660,Q4,Toronto,Unknown,Unknown,Canada,"North America",50,2022-08-23,8,625,575,Other,"Series C",91,43.6534817,-79.3839347
661,Skedulo,"San Francisco","San Francisco Bay Area",California,USA,"North America",31,2022-08-23,8,388,357,HR,"Series C",114,37.7792588,-122.4193286
662,"Tier Mobility",Berlin,Unknown,Unknown,Germany,Europe,180,2022-08-23,16,1125,945,Transportation,"Series D",646,52.5170365,13.3888599
663,Loop,Austin,Unknown,Unknown,USA,"North America",15,2022-08-24,20,75,60,Finance,"Series A",24,30.2711286,-97.7436995
664,Reali,"San Mateo","San Francisco Bay Area",California,USA,"North America",140,2022-08-24,100,140,0,"Real Estate","Series B",117,37.496904,-122.3330573
665,Argyle,"New York City",Unknown,Unknown,USA,"North America",20,2022-08-26,7,286,266,Finance,"Series B",78,40.7127281,-74.0060152
666,54gene,"Washington DC",Unknown,Unknown,USA,"North America",95,2022-08-29,30,317,222,Healthcare,"Series B",44,38.8950368,-77.0365427
667,"Immersive Labs",Bristol,Unknown,Unknown,UK,Europe,38,2022-08-30,10,380,342,Security,"Series C",123,51.4538022,-2.5972985
668,"Apartment List","San Francisco","San Francisco Bay Area",California,USA,"North America",29,2022-08-31,10,290,261,"Real Estate","Series D",169,37.7792588,-122.4193286
669,GoodRx,"Los Angeles",Unknown,California,USA,"North America",140,2022-08-31,16,875,735,Healthcare,Post-IPO,910,34.0536909,-118.242766
670,"Hippo Insurance","Palo Alto","San Francisco Bay Area",California,USA,"North America",70,2022-08-31,10,700,630,Finance,Post-IPO,1300,37.4443293,-122.1598465
671,Smava,Berlin,Unknown,Unknown,Germany,Europe,100,2022-08-31,10,1000,900,Finance,Unknown,188,52.5170365,13.3888599
672,Snap,"Los Angeles",Unknown,California,USA,"North America",1280,2022-08-31,20,6400,5120,Consumer,Post-IPO,4900,34.0536909,-118.242766
673,TCR2,Boston,Unknown,Unknown,USA,"North America",30,2022-08-31,20,150,120,Healthcare,Post-IPO,173,42.3554334,-71.060511
674,2TM,"Sao Paulo",Unknown,Unknown,Brazil,"South America",100,2022-09-01,15,667,567,Crypto,Unknown,250,-23.5506507,-46.6333824
675,Innovaccer,"San Francisco","San Francisco Bay Area",California,USA,"North America",90,2022-09-01,8,1125,1035,Healthcare,"Series E",379,37.7792588,-122.4193286
676,"Urban Sports Club",Berlin,Unknown,Unknown,Germany,Europe,55,2022-09-01,15,367,312,Fitness,Unknown,95,52.5170365,13.3888599
677,Kuda,Lagos,Unknown,Unknown,Nigeria,Africa,23,2022-09-02,5,460,437,Finance,"Series B",91,6.4550575,3.3941795
678,"Brave Care",Portland,Unknown,Unknown,USA,"North America",40,2022-09-06,33,121,81,Healthcare,"Series B",42,45.5202471,-122.674194
679,Lawgeex,"Tel Aviv",Unknown,Unknown,Israel,Asia,30,2022-09-06,33,91,61,Legal,"Series C",41,32.0852997,34.7818064
680,Demandbase,"San Francisco","San Francisco Bay Area",California,USA,"North America",27,2022-09-07,3,900,873,Sales,"Series H",143,37.7792588,-122.4193286
681,Intercom,"San Francisco","San Francisco Bay Area",California,USA,"North America",49,2022-09-07,5,980,931,Support,"Series D",240,37.7792588,-122.4193286
682,Pendo,Raleigh,Unknown,Unknown,USA,"North America",45,2022-09-07,5,900,855,Product,"Series F",469,35.7803977,-78.6390989
683,"Simple Feast",Copenhagen,Unknown,Unknown,Denmark,Europe,150,2022-09-07,100,150,0,Food,Unknown,173,55.6867243,12.5700724
684,"Pomelo Fashion",Bangkok,Unknown,Unknown,Thailand,Asia,55,2022-09-08,8,688,633,Retail,Unknown,120,13.7524938,100.4935089
685,Compete,"Tel Aviv",Unknown,Unknown,Israel,Asia,11,2022-09-12,28,39,28,HR,"Series A",17,32.0852997,34.7818064
686,Checkout.com,London,Unknown,Unknown,UK,Europe,100,2022-09-13,5,2000,1900,Finance,"Series D",1800,51.4893335,-0.144055085
687,Patreon,"San Francisco","San Francisco Bay Area",California,USA,"North America",80,2022-09-13,17,471,391,Media,"Series F",413,37.7792588,-122.4193286
688,Rubius,Boston,Unknown,Unknown,USA,"North America",160,2022-09-13,75,213,53,Healthcare,Post-IPO,445,42.3554334,-71.060511
689,Taboola,"New York City",Unknown,Unknown,USA,"North America",100,2022-09-13,6,1667,1567,Marketing,Post-IPO,445,40.7127281,-74.0060152
690,Infarm,Berlin,Unknown,Unknown,Germany,Europe,50,2022-09-14,5,1000,950,Other,"Series D",604,52.5170365,13.3888599
691,Pitch,Berlin,Unknown,Unknown,Germany,Europe,59,2022-09-14,30,197,138,Marketing,"Series B",137,52.5170365,13.3888599
692,Twilio,"San Francisco","San Francisco Bay Area",California,USA,"North America",800,2022-09-14,11,7273,6473,Other,Post-IPO,614,37.7792588,-122.4193286
693,Acast,Stockholm,Unknown,Unknown,Sweden,Europe,70,2022-09-15,15,467,397,Media,Post-IPO,126,59.3251172,18.0710935
694,LivePerson,"New York City",Unknown,Unknown,USA,"North America",193,2022-09-15,11,1755,1562,Support,Post-IPO,42,40.7127281,-74.0060152
695,WorkRamp,"San Carlos","San Francisco Bay Area",California,USA,"North America",35,2022-09-15,20,175,140,HR,"Series C",67,37.504936,-122.261823
696,Clear,Bengaluru,Unknown,Unknown,India,Asia,190,2022-09-16,20,950,760,Finance,"Series C",140,12.98815675,77.62260004
697,TrueLayer,London,Unknown,Unknown,UK,Europe,40,2022-09-16,10,400,360,Finance,"Series E",271,51.4893335,-0.144055085
698,"Vesalius Therapeutics",Boston,Unknown,Unknown,USA,"North America",29,2022-09-19,43,67,38,Healthcare,"Series B",75,42.3554334,-71.060511
699,99,"Sao Paulo",Unknown,Unknown,Brazil,"South America",75,2022-09-20,2,3750,3675,Transportation,Acquired,244,-23.5506507,-46.6333824
700,Ada,Toronto,Unknown,Unknown,Canada,"North America",78,2022-09-20,16,488,410,Support,"Series C",190,43.6534817,-79.3839347
